"mean_Globalstrahlung (Wh/m²)","mean_Luftfeuchte (%)","mean_Niederschlag (mm)","mean_PARMean (µmol/m²s)","mean_PARSum (µmol/m²s)","mean_Sonnenschein (h)","mean_TemperaturMax (°C)","mean_TemperaturMean (°C)","mean_TemperaturMin (°C)","mean_UVA (Wh/m²)","mean_UVB (mWh/m²)","mean_WindgeschwindigkeitMax (m/s)","mean_WindgeschwindigkeitMean (m/s)","sd_Globalstrahlung (Wh/m²)","sd_Luftfeuchte (%)","sd_Niederschlag (mm)","sd_PARMean (µmol/m²s)","sd_PARSum (µmol/m²s)","sd_Sonnenschein (h)","sd_TemperaturMax (°C)","sd_TemperaturMean (°C)","sd_TemperaturMin (°C)","sd_UVA (Wh/m²)","sd_UVB (mWh/m²)","sd_WindgeschwindigkeitMax (m/s)","sd_WindgeschwindigkeitMean (m/s)","max_Globalstrahlung (Wh/m²)","max_Luftfeuchte (%)","max_Niederschlag (mm)","max_PARMean (µmol/m²s)","max_PARSum (µmol/m²s)","max_Sonnenschein (h)","max_TemperaturMax (°C)","max_TemperaturMean (°C)","max_TemperaturMin (°C)","max_UVA (Wh/m²)","max_UVB (mWh/m²)","max_WindgeschwindigkeitMax (m/s)","max_WindgeschwindigkeitMean (m/s)","min_Globalstrahlung (Wh/m²)","min_Luftfeuchte (%)","min_Niederschlag (mm)","min_PARMean (µmol/m²s)","min_PARSum (µmol/m²s)","min_Sonnenschein (h)","min_TemperaturMax (°C)","min_TemperaturMean (°C)","min_TemperaturMin (°C)","min_UVA (Wh/m²)","min_UVB (mWh/m²)","min_WindgeschwindigkeitMax (m/s)","min_WindgeschwindigkeitMean (m/s)"
2.99556683723595,78.1511095303936,1.66162463285686,289.654458811998,41707.5758246912,6.9850977909673,15.0716792323509,10.3694352378547,5.74586474754398,148.445683607073,473.53726259332,4.53112655703565,2.24249686346142,2.14824762799214,11.6213422030427,4.38924222334852,208.561104318452,30034.8961029717,3.98797705344187,8.21401672386071,6.80493287053649,6.00695591522387,115.014592838699,340.435177310553,1.74707395456909,1.06548443667787,8.5359076,100.936,120.7,828.571,119314,16.28,38.77,28.75,22.42,767.7,1447.34,15.3032,7.90469,0.110646004,36.5,0,10.4967,1511.52,0,-7.28,-13.6151,-19.94,0,0,0,0
